client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags
5c6dcdff9cf0654ab31e83c596cb4d89	71655	spontaneous-speech-de-71655.mp3	6048	7499	Was ist dein Lieblingsgetränk und warum?	Auf schwarzen Tee zum Frühstück kann ich nicht verzichten.	1	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		8.267195767195767	
5c6dcdff9cf0654ab31e83c596cb4d89	71656	spontaneous-speech-de-71656.mp3	9360	7511	Wie ist das Wetter in deiner Lieblingsstadt?	Da ich keine Lieblingsstadt habe, kann ich diese Frage nicht beantworten. Und ich kann Sie auch deswegen nicht beantworten, weil das Wetter so unterschiedlich ist.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	1		14.850427350427351	
5c6dcdff9cf0654ab31e83c596cb4d89	71657	spontaneous-speech-de-71657.mp3	10944	7516	Warum ist es wichtig, verschiedene Hobbys zu haben?	Ich weiß nicht, ob das wichtig ist, verschiedene Hobbys zu haben; ich habe verschiedene Hobbys, aber ich kann mir auch vorstellen, dass Leute mit nur einem Hobby sehr glücklich sind.	1	fifties	female_feminine	Deutschland Deutsch		German	0	0	1		13.980263157894736	
5c6dcdff9cf0654ab31e83c596cb4d89	71658	spontaneous-speech-de-71658.mp3	8604	7520	Was war oder ist dein Lieblingsfach in der Schule und warum?	In der Schule war mein Lieblingsfach vermutlich Philosophie, weil wir da diskutieren und uns unsere eigene Meinung bilden durften.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		13.017201301720128	
5c6dcdff9cf0654ab31e83c596cb4d89	71659	spontaneous-speech-de-71659.mp3	8496	7501	Welches Tier magst du am meisten und warum?	Ich mag am liebsten die Rauchschwalben. Und zwar deswegen, weil sie so wunderbar singen, wenn sie nach dem Winter zurückkommen.	1	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		12.711864406779661	
5c6dcdff9cf0654ab31e83c596cb4d89	71674	spontaneous-speech-de-71674.mp3	10512	7552	Wie siehst du die Zukunft der Arbeit in einer digitalen Welt?	Ich denke das, dass sehr schwer abzusehen ist und im Moment viel behauptet wird, was eigentlich nicht begründet ist. Also ich würde sagen, Zweifel.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		11.796042617960426	
5c6dcdff9cf0654ab31e83c596cb4d89	71675	spontaneous-speech-de-71675.mp3	7488	7544	Was tust du im Alltag, um die Umwelt zu schützen?	Ich fliege nicht, ich versuche nichts mit Plastik zu kaufen und ich kaufe generell wenig.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		10.01602564102564	
5c6dcdff9cf0654ab31e83c596cb4d89	71676	spontaneous-speech-de-71676.mp3	7452	7530	Welche Gewohnheiten haben dein Leben am meisten verbessert?	Die Gewohnheit die mein Leben am meisten verbessert hat ist mich nicht vom schlafen abhalten zu lassen.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		11.674718196457327	
5c6dcdff9cf0654ab31e83c596cb4d89	71677	spontaneous-speech-de-71677.mp3	12456	7537	Wenn du auf einer einsamen Insel strandest, welche drei Dinge würdest du mitnehmen?	Ich würde sicher zufällig stranden, deswegen hätte ich garantiert keine drei geplanten Dinge mitgenommen, aber wenn ich mein normales Verhalten sehe, würde ich vermutlich drei Bücher dabeihaben.	1	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		13.48747591522158	
5c6dcdff9cf0654ab31e83c596cb4d89	71678	spontaneous-speech-de-71678.mp3	14976	7553	Welches historische Ereignis hat dich am meisten beeinflusst und warum?	Mich hat tatsächlich der Mauerfall am meisten beeinflusst das war etwas für mich völlig unerwartetes und hat sozusagen mein direktes gesellschaftliches Umfeld zwar nur indirekt aber immerhin überhaupt sehr stark beeinflusst.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		12.954059829059828	
5c6dcdff9cf0654ab31e83c596cb4d89	71679	spontaneous-speech-de-71679.mp3	5148	7510	Welche Art von Kunst würdest du gerne einmal schaffen und warum?	Ich würd gerne Kaligrafie können.	1	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		5.633255633255634	
5c6dcdff9cf0654ab31e83c596cb4d89	71680	spontaneous-speech-de-71680.mp3	19836	7518	Hast du ein Haustier und wenn ja, welches und warum?	Wir haben ein Haustier und zwar eine Katze um die Mäuse in Schach zu halten aber tatsächlich würde ich nicht nochmal ein Haustier haben wollen. Ich find es schrecklich wenn Haustiere krank werden und ich bin gegen Katzen weil Sie den Vögeln zu Leibe rücken.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		10.738052026618268	
5c6dcdff9cf0654ab31e83c596cb4d89	71924	spontaneous-speech-de-71924.mp3	7812	7539	Was magst du an deinem Beruf am meisten?	An meinen Beruf mag ich am liebsten die zeitliche und inhaltliche Freiheit.	0	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		8.19252432155658	
5c6dcdff9cf0654ab31e83c596cb4d89	71926	spontaneous-speech-de-71926.mp3	15768	7515	Warum denkst du, ist es wichtig, verschiedene historische Persönlichkeiten zu studieren?	Ehrlich gesagt glaube ich nicht, dass es wichtig ist, historische Persönlichkeiten zu studieren. Ich glaube, es ist wichtig, [disfluency]Strukturen zu verstehen, aber die Menschen als Persönlichkeiten sind, glaube ich, nicht so wichtig. Jedenfalls für die Geschichte.	1	fifties	female_feminine	Deutschland Deutsch		German	0	0	0		14.713343480466767	
afb8ea5f4b1d1779300a9cfea9966f0d	72011	spontaneous-speech-de-72011.mp3	8784	7550	Wie wichtig ist dir politische Beteiligung?	Für mich ist politische Beteiligung wichtig. Nur so kann eine Gemeinschaft [disfluency] wachsen und gedeihen.	1	thirties	male_masculine	Deutschland Deutsch		German	0	0	0		10.815118397085609	
e7bc343c81c79090c33a52efb800e2f0	72174	spontaneous-speech-de-72174.mp3	7380	7532	Was ist für dich das Wichtigste in einer Beziehung?	In einer Beziehung ist für mich das Wichtigste, die Ehrlichkeit meiner Partnerin.	1	fourties	male_masculine	Deutschland Deutsch		German	0	0	0		9.48509485094851	
e7bc343c81c79090c33a52efb800e2f0	72175	spontaneous-speech-de-72175.mp3	10512	7496	Liest du gerne Bücher und wenn ja, welche?	Ja ich lese gerne Bücher und zwar hauptsächlich Krimis und ab und zu Fantasy.	1	fourties	male_masculine	Deutschland Deutsch		German	0	0	0		6.0882800608828	
e7bc343c81c79090c33a52efb800e2f0	72176	spontaneous-speech-de-72176.mp3	10368	7495	Welche Jahreszeit magst du am liebsten und warum?	Am liebsten mag ich den Herbst. Und zwar den Anfang des Herbstes, weil es noch angenehm warm ist und gleichzeitig noch nicht kalt.	1	fourties	male_masculine	Deutschland Deutsch		German	0	0	0		10.416666666666666	
e7bc343c81c79090c33a52efb800e2f0	72177	spontaneous-speech-de-72177.mp3	11484	7520	Was war oder ist dein Lieblingsfach in der Schule und warum?	Mein Lieblingsfach in der Schule war Mathematik, hauptsächlich weil es mir einerseits leicht gefallen ist und gleichzeitig es mir Spaß gemacht hat.	0	fourties	male_masculine	Deutschland Deutsch		German	0	0	0		10.9717868338558	
e7bc343c81c79090c33a52efb800e2f0	72178	spontaneous-speech-de-72178.mp3	28476	7530	Welche Gewohnheiten haben dein Leben am meisten verbessert?	Ich arbeite in einem Büro und habe es mir angewöhnt abends nach zwanzig Uhr zirka ne Stunde lang spazieren zu gehen, währenddessen hör ich mir Podcasts an oder Hörbücher und ehm dadurch wenn ich wieder zuhause bin, bin ich ausgepowert und müde und gleichzeitig hab ich Bewegung gekriegt und eh nehme dadurch nicht zu.	0	fourties	male_masculine	Deutschland Deutsch		German	0	0	0		9.270965023177412	
e7bc343c81c79090c33a52efb800e2f0	72179	spontaneous-speech-de-72179.mp3	11556	7511	Wie ist das Wetter in deiner Lieblingsstadt?	Ich lebe in der Nähe der Nordseeküste und gefühlt gibt es immer Wind. Mal mehr, mal weniger.	1	fourties	male_masculine	Deutschland Deutsch		German	0	0	1		6.576670128071997	
e7bc343c81c79090c33a52efb800e2f0	72180	spontaneous-speech-de-72180.mp3	3852	7518	Hast du ein Haustier und wenn ja, welches und warum?	Nein, ich habe kein Haustier.	0	fourties	male_masculine	Deutschland Deutsch		German	0	0	0		6.490134994807892	
c965a49b306662f8846ca98a0e42f9e7	72265	spontaneous-speech-de-72265.mp3	4248	7536	Wenn du ein Tier wärst, welches wärst du und warum?	Wenn du ein Tier wärst, welches wärst du und warum?	1	teens		Deutschland Deutsch		German	0	0	1		9.887005649717514	
c965a49b306662f8846ca98a0e42f9e7	72267	spontaneous-speech-de-72267.mp3	4428	7530	Welche Gewohnheiten haben dein Leben am meisten verbessert?	Welche Gewohnheiten haben dein Leben am meisten verbessert?	0	teens		Deutschland Deutsch		German	0	0	0		11.743450767841011	
c965a49b306662f8846ca98a0e42f9e7	72268	spontaneous-speech-de-72268.mp3	4536	7514	Wie ändert die Nutzung von KI die Gesellschaft?	Wie ändert die Nutzung von KI die Gesellschaft?	0	teens		Deutschland Deutsch		German	0	0	0		8.818342151675484	
c965a49b306662f8846ca98a0e42f9e7	72269	spontaneous-speech-de-72269.mp3	5148	7534	Wenn du für einen Tag unsichtbar wärst, was würdest du tun?	Wenn Du für einen Tag unsichtbar wärst, was würdest Du tun?	0	teens		Deutschland Deutsch		German	0	0	0		9.51825951825952	
c965a49b306662f8846ca98a0e42f9e7	72270	spontaneous-speech-de-72270.mp3	5688	7524	Welche Art von Sport würdest du gerne einmal ausprobieren und warum?	Welche Art von Sport würdest du gerne einmal ausprobieren? Warum?	1	teens		Deutschland Deutsch		German	0	0	0		9.845288326300984	
c965a49b306662f8846ca98a0e42f9e7	72271	spontaneous-speech-de-72271.mp3	3960	7496	Liest du gerne Bücher und wenn ja, welche?	Liest du gerne Bücher? Und wenn ja, welche?	0	teens		Deutschland Deutsch		German	0	0	0		9.090909090909092	
c965a49b306662f8846ca98a0e42f9e7	72273	spontaneous-speech-de-72273.mp3	4500	7535	Wenn du eine Milliarde Euro hättest, was würdest du damit machen?	Wenn du eine Milliarde Euro hättest. Was würdest Du damit machen?	0	teens		Deutschland Deutsch		German	0	0	0		12.222222222222221	
c965a49b306662f8846ca98a0e42f9e7	72274	spontaneous-speech-de-72274.mp3	3960	7521	Welche Art von Essen magst du am meisten und warum?	Welche Art von Essen magst du am meisten und warum?	1	teens		Deutschland Deutsch		German	0	0	0		10.606060606060606	
c965a49b306662f8846ca98a0e42f9e7	72275	spontaneous-speech-de-72275.mp3	3888	7532	Was ist für dich das Wichtigste in einer Beziehung?	Was ist für dich, das wichtigste in einer Beziehung?	0	teens		Deutschland Deutsch		German	0	0	0		11.31687242798354	
c965a49b306662f8846ca98a0e42f9e7	72276	spontaneous-speech-de-72276.mp3	5940	8468	Kannst du dir ein Leben ohne Filme vorstellen, und warum bzw. warum nicht?	Kannst du dir ein Leben ohne Filme vorstellen? Und warum, beziehungsweise warum nicht?	1	teens		Deutschland Deutsch		German	1	0	0		12.457912457912457	
c965a49b306662f8846ca98a0e42f9e7	72277	spontaneous-speech-de-72277.mp3	4716	7551	Welche gesellschaftlichen Veränderungen würdest du gerne sehen?	Welche gesellschaftlichen Veränderungen würdest du gerne sehen?	1	teens		Deutschland Deutsch		German	0	0	0		12.086513994910941	
c965a49b306662f8846ca98a0e42f9e7	72278	spontaneous-speech-de-72278.mp3	4680	7508	Welche Art von Essen würdest du gerne einmal probieren und warum?	Welche Art von Essen würdest Du gerne einmal probieren und warum?	0	teens		Deutschland Deutsch		German	0	0	0		11.752136752136753	
c965a49b306662f8846ca98a0e42f9e7	72279	spontaneous-speech-de-72279.mp3	3240	7506	Kochst du gerne und wenn ja, was?	Kochst du gerne? Und wenn ja was?	0	teens		Deutschland Deutsch		German	0	0	0		8.333333333333332	
c965a49b306662f8846ca98a0e42f9e7	72280	spontaneous-speech-de-72280.mp3	3780	7541	Wie siehst du die Zukunft deiner Branche?	Wie siehst Du die Zukunft deiner Branche?	0	teens		Deutschland Deutsch		German	0	0	0		9.25925925925926	
c965a49b306662f8846ca98a0e42f9e7	72281	spontaneous-speech-de-72281.mp3	4536	8587	Welches Werkzeug benutzt du gerne im Haushalt und warum?	Welches Werkzeug benutzt du gerne im Haushalt und warum?	1	teens		Deutschland Deutsch		German	1	0	1		10.58201058201058	
c965a49b306662f8846ca98a0e42f9e7	72282	spontaneous-speech-de-72282.mp3	3636	7503	Was ist dein Lieblingsgericht und warum?	Was ist dein Lieblingsgericht und warum?	0	teens		Deutschland Deutsch		German	0	0	0		9.625962596259626	
c965a49b306662f8846ca98a0e42f9e7	72283	spontaneous-speech-de-72283.mp3	5400	7540	Welche Fähigkeiten sind deiner Meinung nach am wichtigsten für den beruflichen Erfolg?	Welche Fähigkeiten sind deiner Meinung nach am wichtigsten für den beruflichen Erfolg?	1	teens		Deutschland Deutsch		German	0	0	0		13.888888888888888	
c965a49b306662f8846ca98a0e42f9e7	72284	spontaneous-speech-de-72284.mp3	3348	7502	Welche Farbe magst du am meisten und warum?	Welche Farbe magst du am meisten und warum?	1	teens		Deutschland Deutsch		German	0	0	0		10.752688172043012	
c965a49b306662f8846ca98a0e42f9e7	72285	spontaneous-speech-de-72285.mp3	4356	8732	Fährst du im Urlaub lieber an neue oder an bekannte Orte?	Fährst du im Urlaub lieber an neue oder an bekannte Orte.	1	teens		Deutschland Deutsch		German	1	0	0		10.78971533516988	
c965a49b306662f8846ca98a0e42f9e7	72286	spontaneous-speech-de-72286.mp3	4788	8588	Magst du lieber den Herbst oder den Frühling, und warum ist das so?	Magst Du lieber den Herbst oder den Frühling? Und warum ist das so?	0	teens		Deutschland Deutsch		German	1	0	0		11.487050960735171	
c965a49b306662f8846ca98a0e42f9e7	72287	spontaneous-speech-de-72287.mp3	5688	8737	Wenn Sie ein weiteres Zimmer geschenkt bekämen, wofür würden Sie es nutzen?	Wenn Sie in weiteres Zimmer geschenkt bekämen, wofür würden Sie es nutzen?	0	teens		Deutschland Deutsch		German	1	0	0		11.075949367088608	
c965a49b306662f8846ca98a0e42f9e7	72288	spontaneous-speech-de-72288.mp3	4500	7520	Was war oder ist dein Lieblingsfach in der Schule und warum?	Was war oder ist dein Lieblingsfach in der Schule? Und warum?	0	teens		Deutschland Deutsch		German	0	0	0		11.333333333333334	
c965a49b306662f8846ca98a0e42f9e7	72289	spontaneous-speech-de-72289.mp3	6588	8734	"Wie viel schreiben Sie noch ""mit der Hand"", d.h. mit Füller oder Kugelschreiber aus Papier?"	Wieviel schreiben Sie noch mit der Hand? Das heißt mit Füller oder Kugelschreiber aufs Papier.	0	teens		Deutschland Deutsch		German	1	1	0		12.143290831815422	
c965a49b306662f8846ca98a0e42f9e7	72290	spontaneous-speech-de-72290.mp3	3240	8735	Verlieren Sie Regenschirme oder kommt das nicht vor?	Verlieren Sie Regenschirme? Oder kommt das nicht vor.	0	teens		Deutschland Deutsch		German	1	0	0		14.19753086419753	
c965a49b306662f8846ca98a0e42f9e7	72291	spontaneous-speech-de-72291.mp3	3636	7505	Welche Art von Filmen magst du und warum?	Welche Art von Film magst Du? Und warum?	0	teens		Deutschland Deutsch		German	0	0	0		9.075907590759076	
04b3e05f76df5fa0207ae2ff068c3171	72414	spontaneous-speech-de-72414.mp3	8172	7553	Welches historische Ereignis hat dich am meisten beeinflusst und warum?	Der Fall der Berliner Mauer, weil er das Ende einer jahrzehntelangen Unrechtsherrschaft war.	1	fourties	male_masculine	Schweizerdeutsch		German	0	0	1		9.78952520802741	
c01cbc7c6d5190e3a9f33e5afaa04ecd	72432	spontaneous-speech-de-72432.mp3	18900	7524	Welche Art von Sport würdest du gerne einmal ausprobieren und warum?	Gleitschirmfliegen, weil das Fliegen über der Erde glaub ich schon sehr interessant ist und eh für mich glaub ich nen ganz neues Erlebnis wäre. Aber das ist nicht so einfach weil man dafür ja nen Schein machen muss und so weiter und nur mitfliegen ist glaube ich nicht so cool, wie wenn man das selbst machen könnte.	0	twenties	male_masculine	Deutschland Deutsch		German	0	0	0		13.756613756613755	
c01cbc7c6d5190e3a9f33e5afaa04ecd	72433	spontaneous-speech-de-72433.mp3	9576	8735	Verlieren Sie Regenschirme oder kommt das nicht vor?	Doch, das ist mir schon einige Male passiert, dass ich die in der Arbeit liegen gelassen habe oder bei Restaurants stehen gelassen habe.	1	twenties	male_masculine	Deutschland Deutsch		German	1	0	1		11.904761904761903	
